TransactionNo,Bread,Beverage,Cleaner,CannedGoods,Dairy,Drink,Dry_BakingGoods,FrozenFood,Fruit,Meat,PaperGoods,PersonalCare,Tobacco,Vegetable
1405,1,0,0,0,1,0,1,1,1,0,0,1,1,0
1406,0,0,0,0,1,0,1,0,1,0,0,1,1,0
1407,1,1,0,0,1,0,0,1,1,0,0,1,1,1
1408,0,0,0,0,1,1,1,1,1,0,1,1,1,1
1409,1,1,1,0,1,0,0,0,1,1,1,0,0,1
1410,1,1,0,1,0,0,0,1,1,0,0,0,0,1
1411,1,1,1,1,1,0,0,1,1,0,0,0,0,1
1412,1,1,0,1,1,0,0,1,1,0,0,0,1,0
1413,0,1,0,0,1,0,1,1,1,0,0,0,0,1
1414,1,1,0,1,1,0,0,1,0,0,0,0,0,0
1415,0,0,0,0,1,0,1,0,1,1,0,0,0,1
1416,1,1,0,0,1,0,0,1,1,0,1,0,1,1
1417,1,1,0,0,1,0,1,0,1,1,0,0,1,1
1418,1,0,1,0,1,0,0,0,1,1,1,0,0,1
1419,0,1,0,0,1,0,1,1,1,0,0,0,0,0
1420,1,1,1,0,1,0,0,0,1,0,1,1,0,1
1421,1,0,0,0,1,0,1,0,0,1,0,0,0,0
1422,1,1,0,0,1,0,0,0,1,1,0,1,0,1
1423,0,1,0,1,0,0,0,1,1,0,1,1,0,1
1424,1,1,0,1,0,0,1,1,1,0,1,1,1,1
1425,1,0,0,0,0,1,0,0,1,1,0,1,1,0
1426,1,1,0,1,0,0,0,1,0,0,0,1,0,0
1427,1,1,0,0,0,0,0,1,1,0,1,1,1,1
1428,1,1,0,0,0,0,0,1,1,0,0,1,0,0
1429,1,1,0,0,0,0,0,0,1,1,0,0,0,1
1430,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1431,1,1,0,1,0,0,0,0,1,0,0,1,0,1
1432,1,0,0,0,1,1,0,0,1,0,1,1,1,1
1433,1,0,1,1,1,0,0,1,1,0,1,1,0,1
1434,1,1,1,0,1,0,0,0,1,0,1,0,0,1
1435,1,1,0,0,1,0,0,0,1,0,0,0,1,1
1436,1,1,1,0,0,0,0,0,0,1,1,1,1,0
1437,1,1,0,0,1,0,0,0,1,1,1,1,0,1
1438,1,1,0,1,0,0,1,1,1,0,0,0,0,1
1439,1,1,0,1,0,0,0,1,1,0,0,0,0,1
1440,1,1,0,0,1,0,1,0,1,0,1,1,0,0
1441,1,1,0,1,1,0,0,1,1,0,1,0,0,1
1442,1,0,0,0,1,0,0,1,1,0,0,0,0,1
1443,1,0,1,0,1,1,0,0,0,1,0,1,1,0
1444,1,1,0,1,1,0,0,1,1,0,0,1,1,1
1445,1,0,0,0,1,0,0,1,1,0,0,0,0,1
1446,1,1,0,0,0,0,0,0,1,0,0,0,0,1
1447,1,1,0,0,0,0,0,1,1,0,0,0,0,1
1448,1,1,0,1,0,0,0,1,1,0,1,1,0,1
1449,1,0,0,0,1,0,0,1,1,0,0,0,0,1
1450,0,1,1,0,1,0,0,0,1,1,1,1,0,1
1451,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1452,1,1,0,1,0,0,0,1,0,1,1,1,1,0
1453,1,1,1,1,1,1,0,1,1,0,1,1,1,1
1454,1,0,0,0,1,1,1,1,0,0,1,1,1,1
1455,1,1,0,0,0,1,0,0,1,1,0,1,1,1
1456,1,0,1,0,1,0,0,1,1,0,1,0,1,0
1457,1,1,0,1,1,0,0,1,1,0,0,1,0,1
1458,0,1,1,0,1,0,0,1,1,0,1,0,0,1
1459,1,1,0,0,1,0,0,0,1,1,0,0,0,1
1460,0,0,0,1,1,1,0,0,1,1,0,1,1,1
1461,0,0,1,0,1,1,1,1,1,0,1,1,1,1
1462,1,0,0,0,1,1,0,0,0,1,1,1,1,0
1463,1,1,0,1,0,0,0,1,1,0,0,1,1,1
1464,1,1,0,0,1,0,0,0,1,1,1,0,0,1
1465,1,0,0,0,1,1,0,0,1,1,0,1,1,0
1466,1,1,1,0,1,0,0,0,0,1,1,0,0,0
1467,1,1,1,1,1,0,0,1,1,0,1,1,0,1
1468,1,1,0,0,1,0,0,1,1,1,0,0,0,1
1469,1,1,1,0,1,1,0,1,1,0,1,1,1,1
1470,1,1,0,0,0,0,0,1,1,0,1,0,0,1
1471,0,1,0,0,0,0,1,1,1,0,0,1,1,1
1472,1,1,0,0,1,0,0,0,1,1,0,1,0,1
1473,1,1,0,0,1,0,0,1,0,0,1,1,0,0
1474,1,0,0,1,0,1,0,1,1,0,1,1,1,1
1475,1,1,0,0,1,0,0,0,0,0,0,0,1,0
1476,1,1,0,0,1,0,1,1,1,0,0,0,0,1
1477,1,1,0,0,1,1,0,0,1,0,1,1,1,1
1478,1,0,1,1,1,1,0,1,1,0,1,1,0,1
1479,1,1,1,1,1,0,0,1,1,1,1,0,1,1
1480,0,0,0,1,0,1,1,1,1,0,0,1,1,1
1481,1,1,0,1,1,0,0,1,1,0,0,0,0,1
1482,1,1,0,0,1,0,0,0,1,1,1,0,1,1
1483,1,1,0,0,1,0,1,0,0,0,0,0,0,1
1484,0,0,0,0,1,1,1,0,1,1,1,1,1,1
1485,1,0,0,1,1,0,0,1,1,0,0,0,0,1
1486,1,0,0,1,0,0,1,1,1,0,0,0,0,1
1487,1,0,0,0,1,1,0,1,1,0,0,1,0,1
1488,1,1,0,0,1,0,0,0,1,1,0,0,0,1
1489,1,1,1,0,1,0,0,0,1,1,1,1,0,1
1490,1,1,0,1,0,0,0,1,1,0,1,1,0,1
1491,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1492,1,1,0,0,1,0,0,1,1,0,1,1,0,1
1493,1,0,0,1,1,1,0,1,1,0,1,1,1,1
1494,1,1,0,1,0,0,0,1,1,0,1,0,0,1
1495,1,1,0,0,1,1,0,0,0,1,0,1,1,1
1496,0,0,0,1,1,1,1,1,1,0,1,1,1,1
1497,1,1,0,0,0,0,0,0,1,1,1,0,0,1
1498,1,1,0,1,1,0,0,1,1,0,0,1,1,1
1499,1,1,0,0,1,0,0,0,1,0,1,1,0,1
1500,1,1,0,0,1,0,0,0,0,1,1,0,1,1
1501,1,0,0,0,1,0,0,1,1,0,0,1,0,1
1502,1,0,0,0,0,1,0,1,0,0,0,1,0,0
1503,0,0,0,0,1,1,0,0,0,1,0,1,1,1
1504,0,1,0,0,1,0,1,0,1,0,1,1,0,1
1505,0,0,0,1,1,1,0,1,1,0,0,1,1,1
1506,0,0,0,0,1,0,0,0,0,0,1,0,1,1
1507,1,0,0,1,1,0,0,1,1,0,0,1,0,1
1508,1,1,0,0,1,0,1,0,1,1,1,1,0,1
1509,1,1,0,0,0,0,0,0,1,1,0,1,0,1
1510,1,0,0,0,0,1,0,0,0,1,0,1,1,0
1511,1,0,0,0,1,1,0,0,0,1,1,1,0,1
1512,1,1,0,0,0,0,0,0,1,1,1,0,0,1
1513,1,1,1,0,1,0,0,1,1,0,1,1,1,1
1514,1,1,0,0,1,0,0,1,1,0,0,0,0,0
1515,1,1,0,1,1,0,0,0,1,0,1,1,0,1
1516,1,1,1,0,0,0,0,0,1,0,1,1,0,1
1517,1,1,0,0,0,0,0,0,1,0,1,0,0,1
1518,1,1,0,0,1,1,0,0,1,0,0,0,1,0
1519,1,1,0,1,1,0,0,1,1,0,0,1,0,1
1520,1,1,0,1,1,0,0,1,1,0,0,1,0,1
1521,1,1,1,1,1,0,0,1,1,0,1,0,1,1
1522,1,0,0,1,1,1,0,1,1,0,0,1,1,1
1523,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1524,1,0,0,1,1,1,0,1,0,0,0,1,1,0
1525,0,0,0,0,0,1,0,0,1,0,0,1,1,1
1526,1,1,0,0,1,0,0,1,1,0,0,0,0,1
1527,0,0,0,0,1,1,1,0,1,0,0,1,1,1
1528,1,1,0,0,1,0,0,0,1,1,0,0,0,1
1529,0,1,0,1,0,0,1,0,1,1,0,0,0,1
1530,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1531,1,1,1,0,0,0,0,1,1,0,1,0,1,1
1532,1,0,1,1,1,1,0,0,1,0,1,1,1,1
1533,1,1,0,1,0,0,0,1,1,0,0,0,0,1
1534,1,1,0,1,1,0,0,1,1,0,0,1,0,1
1535,1,1,0,1,1,0,0,1,1,1,0,0,1,1
1536,1,1,0,0,1,0,0,0,1,1,1,0,0,1
1537,1,1,0,0,1,0,0,0,0,1,0,1,0,1
1538,0,0,0,0,1,1,0,0,1,0,0,1,1,1
1539,1,1,0,1,1,0,0,1,1,0,0,0,0,0
1540,1,1,0,0,1,0,0,1,1,0,0,0,0,1
1541,1,0,1,0,1,0,0,0,1,0,0,0,0,0
1542,0,0,0,1,1,0,1,1,1,0,1,1,1,1
1543,1,0,0,0,1,1,0,0,1,0,0,1,1,1
1544,1,1,0,0,1,0,1,0,0,0,0,0,0,1
1545,0,1,1,0,1,0,1,0,1,1,1,1,0,1
1546,0,0,0,0,1,1,1,1,1,1,0,1,1,1
1547,1,1,1,1,1,0,0,1,0,0,1,0,1,0
1548,1,1,0,0,1,0,0,1,0,0,0,0,0,1
1549,1,1,1,0,0,0,0,0,1,1,1,0,0,1
1550,1,1,0,1,1,0,0,1,1,1,1,0,1,1
1551,1,1,0,1,0,0,0,1,0,0,0,0,0,1
1552,0,1,0,0,0,0,1,0,1,1,0,1,0,1
1553,0,1,0,0,0,0,0,0,1,1,0,1,0,1
1554,0,0,0,1,0,1,0,1,0,0,0,1,0,1
1555,1,0,1,0,0,0,0,1,1,0,1,0,0,1
1556,1,1,0,0,1,0,0,0,1,0,0,0,0,1
1557,1,1,0,1,1,0,0,1,1,0,0,0,0,0
1558,1,1,0,0,0,0,0,0,1,1,0,0,0,1
1559,1,0,0,0,0,0,1,0,0,1,0,0,0,1
1560,0,0,1,0,1,0,0,1,1,0,1,0,0,1
1561,1,1,0,0,1,1,0,0,1,1,0,1,1,0
1562,1,1,0,0,1,0,0,0,1,0,0,0,0,0
1563,1,1,0,0,1,0,0,1,0,0,0,1,0,1
1564,0,1,0,1,1,0,1,1,1,1,0,1,0,1
1565,1,0,1,0,1,1,0,0,1,1,1,1,1,1
1566,1,1,0,0,0,0,1,0,1,1,0,0,0,1
1567,0,1,0,1,0,0,1,1,1,0,1,0,0,1
1568,1,1,0,0,1,0,0,0,1,1,0,1,0,1
1569,0,1,0,0,0,0,0,1,1,0,1,1,1,1
1570,1,1,0,0,0,0,0,0,1,1,1,0,1,1
1571,1,0,0,0,1,0,0,0,1,1,0,1,0,1
1572,1,1,0,1,1,0,0,1,0,0,0,0,0,0
1573,1,1,0,0,1,0,0,0,1,1,1,0,0,1
1574,1,0,0,0,1,1,0,1,0,1,0,1,1,0
1575,1,1,1,0,1,0,0,0,1,0,1,0,0,1
1576,1,0,0,0,1,1,0,0,1,0,0,1,1,1
1577,1,1,0,0,0,0,0,1,1,0,0,0,0,1
1578,0,0,1,0,1,1,1,1,1,0,1,1,1,1
1579,1,0,0,0,1,0,0,1,1,0,0,1,0,1
1580,1,1,1,0,1,0,0,0,0,1,1,0,0,1
1581,1,1,0,1,0,0,0,1,0,0,0,1,0,1
1582,1,1,0,0,1,1,0,0,0,0,0,1,1,0
1583,1,0,0,1,1,1,0,1,0,0,0,1,1,0
1584,0,1,0,0,0,0,0,0,1,0,0,1,1,1
1585,1,0,0,0,1,1,0,0,1,0,0,1,1,1
1586,1,1,1,0,1,1,0,0,1,1,1,1,1,1
1587,0,0,1,0,0,1,1,0,1,1,1,1,1,1
1588,0,0,1,1,0,0,1,1,0,0,0,0,1,1
1589,1,0,0,0,1,1,0,0,1,1,0,1,1,0
1590,1,0,0,0,1,1,1,0,1,1,0,1,1,1
1591,1,1,0,0,1,0,0,0,1,1,0,0,0,1
1592,1,1,0,0,1,0,0,0,1,1,0,0,0,1
1593,1,1,0,0,0,1,0,1,1,0,0,1,0,1
1594,0,1,0,0,1,0,1,0,1,0,1,1,0,1
1595,1,1,1,0,1,1,0,0,1,1,1,1,1,1
1596,1,1,0,0,1,1,0,0,1,0,1,1,0,1
1597,1,1,0,1,1,0,0,1,0,0,1,0,0,1
1598,1,0,0,1,1,1,0,1,1,0,1,1,1,1
1599,0,1,0,1,0,0,1,1,1,0,1,1,0,1
1600,1,1,1,0,1,0,0,1,1,0,1,1,0,0
1601,1,1,0,0,0,0,0,0,1,1,0,1,1,1
1602,1,1,0,0,1,0,0,1,1,0,0,1,0,0
1603,0,1,0,0,0,0,1,1,1,0,0,1,1,1
1604,1,1,0,1,1,1,1,1,1,0,0,1,1,1
1605,1,1,0,1,0,0,0,0,1,0,0,1,0,1
1606,1,1,0,1,1,0,0,1,1,0,1,0,0,1
1607,1,0,0,0,1,1,0,0,1,0,0,1,1,1
1608,0,1,0,0,1,0,1,0,1,0,0,1,1,1
1609,1,1,0,0,1,0,1,0,1,1,1,1,0,1
1610,0,0,0,0,1,1,0,1,1,0,0,1,1,1
1611,0,1,0,0,1,1,0,0,1,1,1,1,0,1
1612,1,1,0,0,0,0,0,0,1,0,1,0,0,1
1613,1,1,0,0,1,0,0,1,0,0,0,0,0,0
1614,1,0,0,0,1,1,0,0,0,1,0,1,1,1
1615,1,0,0,1,0,0,0,1,1,0,0,1,1,1
1616,1,1,1,0,1,0,0,0,1,1,0,1,1,1
1617,0,0,0,0,1,1,1,1,1,0,1,1,1,1
1618,1,1,0,0,1,0,0,0,1,1,0,0,0,1
1619,0,0,1,1,0,0,0,1,1,0,0,0,0,0
1620,1,1,0,0,1,1,0,0,1,1,1,1,1,1
1621,1,0,0,1,0,1,0,1,1,0,0,1,1,1
1622,0,1,0,1,1,0,1,1,0,0,0,0,0,0
1623,1,0,1,0,0,1,1,0,1,0,1,1,1,1
1624,1,1,0,0,1,0,0,0,1,1,0,0,0,0
1625,1,0,0,0,1,0,0,0,1,0,0,1,0,1
1626,0,1,0,0,0,0,1,0,1,1,1,1,0,1
1627,1,1,0,1,1,0,1,1,1,0,1,1,0,1
1628,1,1,0,0,0,0,0,1,1,1,0,0,0,1
1629,1,1,1,0,1,0,0,1,1,0,0,0,1,1
1630,1,1,0,1,1,0,0,1,0,1,0,0,1,1
1631,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1632,1,1,0,1,1,1,1,0,1,0,0,1,0,1
1633,0,0,1,0,1,1,1,0,0,0,1,1,1,0
1634,1,1,0,1,0,0,0,1,1,0,0,0,1,1
1635,1,0,0,0,1,1,0,0,1,1,0,1,1,1
1636,1,1,0,0,1,0,0,1,0,1,1,1,0,1
1637,1,1,0,0,1,0,0,0,1,1,1,0,0,1
1638,1,0,0,0,1,1,0,0,1,0,1,1,0,1
1639,1,0,0,0,1,0,0,0,1,1,0,0,0,1
1640,1,1,0,0,1,0,0,0,0,1,0,0,0,0
1641,1,0,0,0,1,0,0,1,1,0,0,0,1,1
1642,1,1,0,1,1,0,0,0,0,0,0,1,1,0
1643,1,1,1,0,1,0,0,1,1,0,1,0,1,1
1644,1,0,1,0,0,1,0,0,1,1,1,1,1,1
1645,0,1,0,1,1,0,1,1,1,0,1,0,0,1
1646,1,1,0,1,0,0,0,0,0,1,1,1,0,1
1647,1,1,0,1,1,0,0,1,1,0,0,1,0,0
1648,1,0,1,0,1,0,0,0,0,1,1,0,0,0
1649,0,0,0,0,1,1,0,0,1,0,0,1,1,1
1650,1,1,0,1,1,0,0,1,1,0,0,1,0,1
1651,1,0,0,0,0,1,1,1,1,0,1,1,1,1
1652,1,0,0,0,1,1,0,0,1,0,0,0,1,0
1653,1,1,0,1,1,0,0,1,1,0,0,0,0,1
1654,0,1,0,0,1,0,1,0,1,0,1,1,0,1
1655,1,1,0,1,0,0,0,1,0,1,0,0,0,0
1656,1,0,0,1,1,1,0,1,1,1,0,1,0,1
1657,1,1,0,1,1,0,0,1,1,1,0,1,0,1
1658,1,1,0,1,1,0,0,1,1,0,1,0,0,1
1659,1,1,0,0,1,0,0,1,1,0,0,0,1,1
1660,1,0,0,0,0,1,0,0,1,0,0,1,1,1
1661,1,0,0,0,1,1,0,1,1,0,0,1,1,1
1662,1,0,0,0,0,0,0,0,0,1,1,0,0,1
1663,1,1,0,0,1,0,1,0,0,0,0,1,0,0
1664,1,0,0,0,1,1,0,1,1,0,0,1,1,1
1665,1,1,0,1,1,0,0,1,0,1,0,0,0,1
1666,0,1,0,0,1,0,1,0,1,0,0,1,0,1
1667,1,1,0,0,1,0,0,1,1,0,1,1,0,1
1668,0,0,0,0,1,1,1,1,1,0,1,1,1,1
1669,1,0,0,0,1,1,0,1,1,0,0,1,1,1
1670,1,1,0,0,1,1,0,0,1,1,0,1,1,1
1671,1,1,1,1,0,0,0,1,1,0,1,0,0,1
1672,1,1,0,1,1,0,0,1,1,0,1,1,1,1
1673,1,1,1,0,0,0,0,0,1,1,0,0,1,0
1674,1,1,0,0,0,0,0,0,1,0,0,0,0,1
1675,1,1,1,0,1,0,0,0,1,1,1,0,0,1
1676,1,1,0,0,1,1,1,1,0,0,0,1,1,1
1677,1,1,0,1,1,0,0,1,1,0,1,0,0,1
1678,1,0,0,0,0,1,0,0,1,1,0,1,1,1
1679,1,1,1,0,1,0,0,0,1,0,1,0,1,1
1680,1,0,0,0,0,0,0,1,1,0,0,1,1,1
1681,0,1,0,0,1,0,0,0,1,1,0,1,1,1
1682,1,1,0,0,0,0,0,0,1,1,0,1,0,1
1683,1,0,0,0,1,0,0,1,1,0,1,0,0,1
1684,1,1,0,1,1,0,0,1,1,1,0,1,0,1
1685,1,1,0,0,1,0,0,1,1,0,0,0,0,1
1686,1,0,0,1,1,0,0,0,1,0,1,1,0,1
1687,1,1,0,0,1,0,0,1,1,0,0,1,1,1
1688,1,1,1,1,0,0,0,1,1,1,1,1,0,1
1689,1,0,0,0,1,1,0,0,1,1,0,1,1,1
1690,1,0,0,0,0,1,0,0,1,0,0,1,1,1
1691,1,1,1,1,0,0,0,1,1,0,1,0,0,1
1692,1,0,0,1,1,0,0,0,1,0,0,1,0,1
1693,1,0,0,1,1,0,0,1,1,0,0,1,0,1
1694,0,1,0,0,1,0,1,0,1,1,1,1,0,1
1695,1,1,0,1,1,0,0,1,1,0,0,0,0,1
1696,1,1,1,0,0,1,0,0,1,1,1,1,1,0
1697,1,0,1,1,1,1,0,1,1,0,1,1,0,1
1698,1,1,0,0,1,1,1,1,1,0,0,1,1,1
1699,1,1,0,1,1,1,0,1,0,0,0,1,1,0
1700,1,0,1,0,1,1,0,0,1,0,1,1,1,1
1701,1,0,0,1,1,1,0,1,0,0,0,1,1,0
1702,1,0,0,1,0,1,0,1,1,0,0,1,1,1
1703,1,1,0,0,1,0,1,1,1,0,0,0,0,1
1704,1,1,0,1,0,0,0,1,1,0,1,0,0,0
1705,1,1,0,1,1,0,0,1,1,0,0,1,0,1
1706,1,0,0,0,1,1,0,0,1,1,0,1,1,1
1707,1,0,0,0,1,1,0,1,1,0,0,1,1,0
1708,1,1,0,0,1,0,0,0,1,1,0,0,1,1
1709,1,1,0,0,1,0,0,0,0,1,1,0,0,1
1710,1,1,0,0,1,0,0,1,1,0,0,0,1,1
1711,1,1,0,0,1,0,0,0,1,0,0,0,0,1
1712,1,1,1,0,1,0,0,0,1,1,1,1,0,1
1713,1,0,1,0,1,1,0,0,1,1,1,1,1,1
1714,0,1,1,0,1,0,1,0,1,1,1,0,0,1
1715,0,1,0,1,1,0,1,1,1,0,1,1,0,1
1716,0,1,0,0,0,0,1,1,0,0,1,0,1,0
1717,1,0,0,0,1,0,0,0,1,1,1,1,0,1
1718,0,0,0,1,1,1,1,1,0,1,0,1,1,1
1719,1,0,0,1,1,0,0,1,1,0,0,0,0,1
1720,1,1,1,0,1,0,0,0,1,1,1,1,0,1
1721,1,0,0,1,0,1,0,1,1,0,0,1,1,1
1722,1,1,0,1,1,0,1,1,1,0,1,1,1,1
1723,1,1,1,0,1,0,0,1,1,0,0,0,1,1
1724,1,1,0,0,1,0,1,0,1,1,1,0,0,1
1725,1,1,0,0,1,0,0,0,1,1,0,0,0,1
1726,0,0,1,0,0,1,1,1,1,0,1,1,1,1
1727,1,1,0,0,1,0,0,0,1,0,1,1,0,1
1728,1,0,0,0,1,0,0,0,1,0,1,0,0,1
1729,1,1,0,1,1,0,0,1,1,0,0,0,0,1
1730,1,1,0,1,1,1,0,1,1,0,0,1,1,1
1731,1,0,0,0,1,1,0,0,1,1,0,1,0,1
1732,0,1,0,1,1,0,1,1,0,0,0,0,0,0
1733,1,0,1,0,0,0,0,0,0,0,1,0,0,0
1734,1,1,1,0,1,0,0,1,1,0,1,1,0,1
1735,1,1,0,0,1,0,0,0,1,1,0,1,0,1
1736,1,1,0,1,0,0,0,1,1,0,0,1,0,1
1737,1,1,0,0,1,0,0,0,1,1,0,0,0,1
1738,1,0,0,0,1,1,0,0,1,0,0,1,1,1
1739,1,0,1,1,1,0,0,1,1,0,1,1,0,1
1740,1,0,1,1,1,1,0,0,1,0,1,1,1,1
1741,0,1,0,1,1,0,1,1,1,0,1,1,1,0
1742,1,0,0,1,0,1,0,0,1,1,0,1,0,1
1743,1,0,1,0,1,1,0,1,1,0,0,1,1,1
1744,0,0,0,1,0,1,1,1,1,0,0,1,1,1
1745,1,1,1,1,1,0,0,1,1,0,0,1,0,1
1746,1,0,1,0,0,1,0,1,1,0,1,1,1,1
1747,1,0,1,0,1,0,1,1,1,0,1,0,0,1
1748,0,0,1,1,1,1,1,0,1,0,1,1,0,1
1749,1,1,0,0,1,0,0,1,1,0,0,0,0,1
1750,1,1,0,0,1,0,0,0,1,1,0,1,0,1
1751,1,1,0,1,1,0,0,1,1,0,0,0,0,1
1752,1,1,1,0,0,0,0,0,0,0,1,1,0,1
1753,1,1,1,1,1,0,0,1,1,0,1,0,0,0
1754,1,1,0,0,1,0,0,0,1,1,0,1,0,1
1755,1,1,1,0,1,0,0,0,0,1,1,0,0,0
1756,0,1,1,1,1,0,1,1,1,0,1,0,1,1
1757,1,1,0,0,0,0,0,1,1,0,0,0,0,1
1758,0,1,1,1,1,0,0,1,1,0,1,0,0,1
1759,1,1,0,0,1,0,0,0,0,0,1,0,1,1
1760,1,0,0,0,1,0,0,0,1,1,1,0,1,1
1761,1,1,0,0,0,0,1,1,1,0,0,1,1,0
1762,1,1,0,0,1,0,1,1,1,0,1,1,0,1
1763,1,1,0,0,0,0,0,1,1,1,1,0,0,1
1764,1,1,0,1,1,0,0,1,1,0,0,1,0,0
1765,1,1,1,0,0,0,0,0,1,1,1,0,0,1
1766,1,1,0,1,1,0,0,1,1,0,1,1,1,1
1767,1,1,0,0,0,0,1,0,0,0,0,1,0,1
1768,1,1,1,1,1,0,0,1,1,1,1,1,0,0
1769,1,1,0,0,1,0,0,0,1,1,0,0,1,1
1770,1,1,1,0,1,0,1,1,1,0,1,0,0,1
1771,1,1,1,0,0,0,1,0,1,0,0,1,1,0
1772,1,1,0,1,1,0,0,1,1,0,0,1,0,1
1773,1,1,0,0,1,0,0,0,1,1,0,0,0,1
1774,1,1,0,0,0,0,1,0,1,0,0,1,0,1
1775,1,0,0,0,1,1,0,0,1,1,1,1,1,1
1776,0,1,0,1,1,0,0,1,1,0,0,0,0,1
1777,1,1,0,0,1,0,0,0,1,1,1,1,0,1
1778,1,1,0,0,1,0,0,0,0,0,0,1,0,1
1779,0,1,0,1,1,0,0,1,1,0,0,0,0,1
1780,0,0,0,1,1,0,1,0,1,0,0,1,0,1
1781,1,0,0,1,1,0,1,1,0,0,0,0,0,0
1782,1,1,0,0,1,0,0,0,1,0,0,1,1,1
1783,0,1,0,0,1,0,0,0,0,1,1,0,0,0
1784,1,1,0,0,1,0,0,0,1,1,1,0,1,1
1785,1,0,0,0,1,1,0,0,1,0,1,1,1,1
1786,1,1,0,0,1,0,0,0,1,1,1,1,1,1
1787,0,1,0,0,1,0,0,0,1,1,1,1,0,0
1788,0,1,0,0,1,0,1,0,1,1,0,0,1,1
1789,0,0,0,0,1,1,0,1,1,0,0,1,1,1
1790,1,1,1,1,1,0,0,1,1,0,1,0,0,0
1791,1,1,1,0,1,0,0,0,1,1,1,0,0,0
1792,1,1,0,0,1,0,0,0,1,0,0,1,1,1
1793,1,0,0,1,1,1,0,1,1,0,0,1,1,1
1794,1,1,1,1,1,0,0,1,1,0,1,1,0,1
1795,1,0,0,0,1,0,0,0,1,1,0,0,0,1
1796,0,1,0,1,1,0,1,1,1,0,0,1,0,1
1797,1,0,1,0,0,0,1,0,1,0,1,0,0,1
1798,1,1,0,0,1,0,0,0,1,1,0,1,0,0
1799,1,1,0,0,1,0,0,0,1,1,1,0,0,1
1800,1,1,1,0,1,0,0,1,1,0,1,0,0,1
1801,1,0,1,0,1,0,0,0,1,1,1,0,0,1
1802,1,1,0,1,1,0,0,1,1,1,1,1,0,1
1803,1,1,0,0,0,0,0,0,1,1,0,0,0,0
1804,0,1,1,0,0,0,0,0,0,1,1,0,0,0
1805,1,1,0,0,1,0,1,1,1,1,0,0,0,1
1806,0,1,0,0,0,0,0,1,1,0,0,0,0,1
1807,1,1,0,1,1,1,0,1,0,0,1,1,1,0
1808,1,1,0,0,1,0,0,0,1,1,0,0,0,1
1809,1,1,0,0,1,0,1,0,1,1,1,1,0,1
1810,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1811,1,0,0,1,0,1,0,1,0,0,0,1,1,0
1812,1,0,0,0,1,1,0,0,1,1,0,1,1,1
1813,1,0,1,0,1,1,0,0,1,0,1,1,0,1
1814,1,1,0,0,1,0,0,0,1,0,0,0,0,1
1815,1,1,1,0,1,1,0,0,1,1,1,1,1,1
1816,1,1,1,0,1,0,0,1,0,0,1,1,1,0
1817,1,1,0,0,1,0,1,0,1,1,0,1,0,0
1818,1,1,0,0,1,0,0,0,1,0,1,0,0,1
1819,0,1,0,1,1,0,1,1,1,0,0,0,0,1
1820,1,0,0,0,1,1,0,0,1,0,0,1,1,1
1821,0,0,0,0,0,1,1,0,0,1,0,1,1,1
1822,1,0,0,0,1,1,0,0,0,1,0,1,1,0
1823,1,1,0,0,1,0,0,1,1,0,0,1,0,0
1824,1,0,1,0,1,0,0,0,0,1,1,0,0,0
1825,1,1,1,1,1,0,0,1,1,0,1,0,0,1
1826,1,1,1,1,1,0,0,1,1,0,1,0,0,0
1827,0,1,0,0,1,0,1,0,0,1,1,1,0,1
1828,1,1,1,0,1,0,0,0,1,1,0,0,0,1
1829,1,0,0,0,1,1,1,1,1,0,0,1,1,1
1830,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1831,1,1,1,1,1,0,0,1,1,0,1,0,0,1
1832,1,1,1,0,1,0,0,0,0,1,1,0,0,1
1833,1,1,0,1,1,0,0,1,1,0,0,0,0,0
1834,1,1,0,0,1,0,0,0,1,1,0,1,0,1
1835,1,1,0,0,1,0,0,0,0,1,0,0,0,0
1836,1,1,1,1,0,0,0,1,1,1,1,1,0,1
1837,1,1,0,0,1,0,0,0,1,1,0,1,1,1
1838,1,0,0,0,1,1,0,0,1,1,0,1,0,1
1839,1,1,0,0,0,0,0,0,1,1,0,0,0,1
1840,0,0,0,0,1,1,0,1,1,1,1,1,0,1
1841,0,1,1,0,1,0,1,1,1,0,1,0,1,1
1842,1,0,0,1,1,1,0,1,1,0,0,1,1,1
1843,1,1,0,0,0,0,0,1,1,0,0,1,0,1
1844,1,0,0,1,0,1,0,1,1,0,0,1,1,1
1845,1,0,0,0,1,0,0,0,1,1,0,0,0,1
1846,1,1,1,1,1,0,0,1,1,0,1,1,0,1
1847,1,1,0,0,1,0,0,0,1,0,0,0,0,1
1848,1,1,0,0,1,0,0,0,1,0,1,1,0,1
1849,1,0,0,0,1,0,0,0,1,1,1,1,0,1
1850,0,0,1,1,1,1,1,1,1,0,0,1,0,1
1851,1,1,0,0,1,0,1,0,1,0,0,0,0,1
1852,1,0,1,0,1,1,0,0,1,1,1,1,1,1
